"ID_COMCOM","Nom_COMCOM","ID","nom_ID","ID_TTP","NOM_TTP","X","Y","Nature","Type_eau","Permeabilité","Prof","K_aut_jr","K_autres","V_prel_2019","K_hydro_moy_1","K_hydro_moy_2","K_hydro_moy_3","K_hydro_moy_4","K_hydro_moy_5","K_hydro_moy_6","K_hydro_moy_7","K_hydro_moy_8","K_hydro_moy_9","K_hydro_moy_10","K_hydro_moy_11","K_hydro_moy_12","K_hydro_sec_1","K_hydro_sec_2","K_hydro_sec_3","K_hydro_sec_4","K_hydro_sec_5","K_hydro_sec_6","K_hydro_sec_7","K_hydro_sec_8","K_hydro_sec_9","K_hydro_sec_10","K_hydro_sec_11","K_hydro_sec_12","K_hydro_Etendue_1","K_hydro_Etendue_2","K_hydro_Etendue_3","K_hydro_Etendue_4","K_hydro_Etendue_5","K_hydro_Etendue_6","K_hydro_Etendue_7","K_hydro_Etendue_8","K_hydro_Etendue_9","K_hydro_Etendue_10","K_hydro_Etendue_11","K_hydro_Etendue_12","Type"
"5","CCPCP","29000314","COATILIGER SS","T5071","Station de Coatiliger",177277,6815994,"Puits",1,7e-05,"6",100,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29000278","COATILIGER PL.","T5071","Station de Coatiliger",175232.9,6812698.183,"Puits",1,7e-05,"6",160,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29001480","CROAZ RU","T5041","Station de Plomodiern",163304,6812453,"Drains",1,7e-05,"5",180,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29000258","DOUR BIHAN","T5041","Station de Plomodiern",163505,6812912,"Drains",1,7e-05,"5",400,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29000251","PEN A VERN.","T5171","Usine de Kerbalaen",186972.722,6820981.206,"Puits",1,7e-05,"5",400,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29000999","Captage LA gare","T5171","Usine de Kerbalaen",186982.722,6820991.206,"Puits",1,7e-05,"5",300,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29000998","Captage Noguellou","T5171","Usine de Kerbalaen",186992.722,6821001.206,"Puits",1,7e-05,"5",400,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29000335","TOUL AR GLOET","T5011","Station de Toul Argloet",163373,6816875,"Puits",1,7e-05,"5",70,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29000336","BRIGNEUN","T5012","Station de Brigneun",164931,6816663,"Puits",1,7e-05,"5",30,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29000306","YEUN","T5021","Station de Lescorveau",161757,6815293,"Puits",1,7e-05,"3.1",90,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29000305","CHAPELLE NEUVE","T5021","Station de Lescorveau",161677,6815253,"Puits",1,7e-05,"3.75",180,NA,129378,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29000174","GRANNEC","T5111","Station de Penbis",171980,6808517,"Puits",1,7e-05,"5",300,NA,104614,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29001540","MENEZ-KERLEC'H","T5091","Station du Loch",173720,6808769,"Puits",1,7e-05,"5",400,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29001522","PRAT AR ROUZ","T5091","Station du Loch",172659,6809373,"Puits",1,7e-05,"5",500,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29000247","KERNEVES CAP","T6051","Kernevez",163063,6792494,"Puits",1,7e-05,"5",720,NA,86225,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29001504","PEN GOYEN","T6051","Kernevez",165779,6792282,"Puits",1,7e-05,"5",840,NA,142979,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29000997","Forage PEN GOYEN","T6051","Kernevez",165789,6792292,"Forage",1,7e-05,"100",300,NA,9,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"6","QBO","29000996","CAPTAGE Combren","T6061","Station de Boissavarn",167682,6785402,"Puits",1,7e-05,"4",188,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29000255","REUNIAT-CAP","T6061","Station de Boissavarn",167495,6785973,"Puits",1,7e-05,"4",480,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29000254","BOISSAVARN NOUVEAU","T6061","Station de Boissavarn",167672,6785392,"Forage",1,7e-05,"70",440,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"6","QBO","29000171","NENEZ","T6061","Station de Boissavarn",184751,6802913,"Puits",1,7e-05,"5",200,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29002362","REUNIAT-FOR","T6061","Station de Boissavarn",167000,6785782,"Forage",1,7e-05,"70",480,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"6","QBO","29000287","KERGOAT","T6011","Station de Kergoat",167423,6802732,"Puits",1,7e-05,"2.9",280,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29001523","NENEZ FORAGE","T6102","Station de Nenez",167323,6785475,"Puits",1,7e-05,"3",192,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29000172","GOULITQUER","T6101","Station de Traitement de Goulitquer",182569,6801152,"Puits",1,7e-05,"6",900,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29000218","TY FAO","T6111","Station de Ty Fao",176783,6799939,"Puits",1,7e-05,"3",100,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29000217","LANVERN-FORAGE","T6111","Station de Ty Fao",176641,6800290,"Forage",1,7e-05,"100",90,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"6","QBO","29000216","LANVERN-CAPTAGE","T6111","Station de Ty Fao",176626,6800310,"Captage",1,7e-05,"6.7",410,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29000222","KERZOUALEN","T6131","Station de Kerzoualen",185634,6798329,"Captage",1,7e-05,"5",240,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29000221","PARC YAN","T6131","Station de Kerzoualen",185764,6798338,"Puits",1,7e-05,"5",310,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29000220","KERGARADEC","T6121","Station de Kermaria",181345,6796874,"Forage",1,7e-05,"119",190,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"6","QBO","29000219","KERGREN","T6121","Station de Kermaria",181832,6797810,"Puits",1,7e-05,"6",200,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29000327","Troheir","T6141","Usine de Troheir",169788.929999999,6792230.50999999,"Prise en rivière",0,7e-05,"1",16000,NA,3059810,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7884,0.645387096774193,0.5,0.642251612903227,1,1,1,1,1,1,1,1,0.67014,0.548579032258064,0.5,0.545913870967743,0.85,1,"OUV"
"6","QBO","29000292","COATLIGAVAN","T6142","Station de Kernisy",168617,6790961,"Puits",1,7e-05,"5",4800,NA,1114357,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29000293","DOURGUEN","T6142","Station de Kernisy",165749,6792303,"Puits",1,7e-05,"5",4800,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29000294","LEURRE","T6142","Station de Kernisy",165263,6791537,"Puits",1,7e-05,"5",4800,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29001266","KERVOELLIC FOR","T6071","Station de Kervoelig",165684,6789185,"Forage",1,7e-05,"70",500,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"6","QBO","29000268","KERVOELIG","T6071","Station de Kervoelig",165629,6789166,"Puits",1,7e-05,"5",520,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"6","QBO","29000228","KERVAVARN","T6021","Station de Kervarvarn",165353,6802501,"Puits",1,7e-05,"6.8",300,NA,56378,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"7","SMA","29000151","Coatigrac'h","T7001","Usine de Coatigrac'h",176067.769999999,6812901.24,"Prise en rivière",0,7e-05,"1",18000,NA,2042038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"OUV"
"7","SMA","29000152","Prat-Hir","T7002","Usine de Guy Robin",176497.899999999,6810584.80999999,"Prise en rivière",0,7e-05,"1",20000,NA,2402757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"OUV"
